Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
12250 Ashworth Av N,Car Fire,06/13/2016 11:51:00 AM +0000,47.718385,-122.339539,"(47.718385, -122.339539)",F160068612
6727 Rainier Av S,Car Fire,06/16/2016 10:12:00 PM +0000,47.542238,-122.272642,"(47.542238, -122.272642)",F160070053
1540 S Ferdinand St,Car Fire,06/15/2016 08:10:00 PM +0000,47.559047,-122.312847,"(47.559047, -122.312847)",F160069590
M L King Jr Way S / S Henderson St,Car Fire,06/16/2016 11:00:00 PM +0000,47.523246,-122.279209,"(47.523246, -122.279209)",F160070072
8921 Ravenna Av Ne,Car Fire,06/18/2016 08:06:00 AM +0000,47.693214,-122.302837,"(47.693214, -122.302837)",F160070689
Nb I5 At 45,Car Fire Freeway,06/19/2016 06:22:00 PM +0000,47.65745,-122.322155,"(47.65745, -122.322155)",F160071272
Sw Alaska St / West Marginal Way Sw,Car Fire,06/20/2016 07:26:00 AM +0000,47.561197,-122.351735,"(47.561197, -122.351735)",F160071528
S Orcas St / M L King Jr Way S,Car Fire,06/19/2016 04:58:00 AM +0000,47.55123,-122.288096,"(47.55123, -122.288096)",F160071087
2nd Av S / S Holden St,Car Fire,06/18/2016 11:16:00 PM +0000,47.534156,-122.331386,"(47.534156, -122.331386)",F160070952
11800 M L King Jr Way S,Car Fire,06/19/2016 06:46:00 PM +0000,47.497097,-122.270277,"(47.497097, -122.270277)",F160071289
S Dawson St / Beacon Av S,Car Fire,06/23/2016 03:26:00 AM +0000,47.555916,-122.303536,"(47.555916, -122.303536)",F160073135
407 26th Av S,Car Fire Freeway,06/24/2016 10:23:00 PM +0000,47.599168,-122.298671,"(47.599168, -122.298671)",F160073787
2707 Rainier Av S,Car Fire,06/23/2016 10:21:00 PM +0000,47.579157,-122.298767,"(47.579157, -122.298767)",F160073411
Mercer St / Fairview Av N,Car Fire,06/25/2016 10:03:00 PM +0000,47.624265,-122.334285,"(47.624265, -122.334285)",F160074125
Nw 70th St / Alonzo Av Nw,Car Fire,06/25/2016 04:23:00 AM +0000,47.679532,-122.374646,"(47.679532, -122.374646)",F160073890
8748 Sand Point Way Ne,Car Fire,06/25/2016 04:50:00 PM +0000,47.692681,-122.270785,"(47.692681, -122.270785)",F160074040
S Webster St / Chief Sealth Trl,Car Fire,06/25/2016 01:06:00 PM +0000,47.535216,-122.286475,"(47.535216, -122.286475)",F160074005
6900 East Green Lake Way N,Car Fire,06/27/2016 04:32:00 PM +0000,47.678556,-122.326837,"(47.678556, -122.326837)",F160074854
Nb I5 At 130,Car Fire Freeway,06/27/2016 07:56:00 PM +0000,47.719838,-122.324131,"(47.719838, -122.324131)",F160074918
6539 42nd Av Sw,Car Fire W/Exp.,06/28/2016 11:55:00 AM +0000,47.544492,-122.385756,"(47.544492, -122.385756)",F160075167
11726 Aurora Av N,Car Fire,06/28/2016 11:23:00 PM +0000,47.714928,-122.344856,"(47.714928, -122.344856)",F160075360
6th Av / Cherry St,Car Fire,06/29/2016 07:38:00 PM +0000,47.604876,-122.328734,"(47.604876, -122.328734)",F160075679
Nb I5 At Mid Boeing Field,Car Fire Freeway,06/30/2016 04:17:00 AM +0000,47.51339,-122.285599,"(47.51339, -122.285599)",F160075824
5424 S Grattan St,Car Fire,06/30/2016 11:38:00 AM +0000,47.528513,-122.265071,"(47.528513, -122.265071)",F160075896
Sb Sr509 At Cloverdale,Car Fire Freeway,06/29/2016 06:56:00 AM +0000,47.515734,-122.329561,"(47.515734, -122.329561)",F160075519
1819 Harvard Av,Car Fire,07/03/2016 09:58:00 AM +0000,47.617778,-122.322171,"(47.617778, -122.322171)",F160077074
Nb I5 At 45,Car Fire Freeway,07/03/2016 08:41:00 AM +0000,47.65745,-122.322155,"(47.65745, -122.322155)",F160077061
Ballard Br,Car Fire,07/05/2016 11:24:00 PM +0000,47.65603,-122.376223,"(47.65603, -122.376223)",F160078051
7937 9th Av Sw,Car Fire,07/07/2016 06:35:00 PM +0000,47.531598,-122.346777,"(47.531598, -122.346777)",F160078749
5th Av / University St,Car Fire,07/09/2016 07:51:00 PM +0000,47.608693,-122.333757,"(47.608693, -122.333757)",F160079499
Eb I90 At Tunnel,Car Fire Freeway,07/09/2016 08:26:00 PM +0000,47.590072,-122.302481,"(47.590072, -122.302481)",F160079513
3040 S Austin St,Car Fire,07/09/2016 09:29:00 PM +0000,47.534449,-122.292878,"(47.534449, -122.292878)",F160079537
S Henderson St / 50th Av S,Car Fire,07/10/2016 02:56:00 AM +0000,47.523309,-122.271401,"(47.523309, -122.271401)",F160079630
M L King Jr Way S / S Holly St,Car Fire,07/10/2016 02:15:00 AM +0000,47.542453,-122.283702,"(47.542453, -122.283702)",F160079621
Ne Northgate Way / 8th Av Ne,Car Fire,07/11/2016 03:54:00 AM +0000,47.708577,-122.320561,"(47.708577, -122.320561)",F160079979
Rainier Av S / S Hudson St,Car Fire,07/14/2016 01:50:00 AM +0000,47.557041,-122.28463,"(47.557041, -122.28463)",F160081089
Boylston Av E / Lakeview Blvd E,Car Fire,07/13/2016 07:21:00 AM +0000,47.633079,-122.322633,"(47.633079, -122.322633)",F160080768
1103 18th Av,Car Fire,07/12/2016 07:02:00 PM +0000,47.611545,-122.308866,"(47.611545, -122.308866)",F160080531
E Spring St / 18th Av,Car Fire,07/12/2016 07:02:00 PM +0000,47.611536,-122.308866,"(47.611536, -122.308866)",F160080530
6711 Rainier Av S,Car Fire,07/14/2016 01:58:00 PM +0000,47.542375,-122.272738,"(47.542375, -122.272738)",F160081261
Aurora Av N / N 127th St,Car Fire,07/14/2016 12:51:00 AM +0000,47.721392,-122.344957,"(47.721392, -122.344957)",F160081055
1250 1st Av S,Car Fire,07/16/2016 01:37:00 AM +0000,47.592046,-122.334195,"(47.592046, -122.334195)",F160082036
7153 M L King Jr Way S,Car Fire,07/18/2016 06:21:00 PM +0000,47.5384,-122.281946,"(47.5384, -122.281946)",F160082991
Bell St / Denny Way,Car Fire,07/17/2016 08:17:00 PM +0000,47.61854,-122.339832,"(47.61854, -122.339832)",F160082662
18th Av S / S Weller St,Car Fire,07/19/2016 05:40:00 PM +0000,47.597484,-122.308973,"(47.597484, -122.308973)",F160083319
Delridge Way Sw / Sw Genesee St,Car Fire,07/20/2016 01:19:00 AM +0000,47.564729,-122.363314,"(47.564729, -122.363314)",F160083469
Ne 145th St/5th Av Ne,Car Fire,07/20/2016 10:35:00 PM +0000,47.734053,-122.323484,"(47.734053, -122.323484)",F160083781
Nb I5 At Ne 145th St / Nb I5 At 145,Car Fire,07/20/2016 10:37:00 PM +0000,47.734061,-122.32466,"(47.734061, -122.32466)",F160083782
Nb I5 At Lake City,Car Fire Freeway,07/21/2016 04:33:00 PM +0000,47.67769,-122.320387,"(47.67769, -122.320387)",F160084060
M L King Jr Way / E Olive St,Car Fire,07/22/2016 01:02:00 AM +0000,47.616455,-122.296156,"(47.616455, -122.296156)",F160084248
4402 S Ferdinand St,Car Fire,07/22/2016 01:06:00 AM +0000,47.558201,-122.278192,"(47.558201, -122.278192)",F160084249
Sb I5 To James,Car Fire Freeway,07/24/2016 02:31:00 PM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F160085176
Sb I5 To Wb Wsea Frwy,Car Fire Freeway,07/23/2016 11:01:00 AM +0000,47.576442,-122.319972,"(47.576442, -122.319972)",F160084791
23rd Av E / E Madison St,Car Fire,07/23/2016 11:00:00 PM +0000,47.619171,-122.302547,"(47.619171, -122.302547)",F160084925
Ne 54th St / 47th Av Ne,Car Fire,07/25/2016 06:46:00 PM +0000,47.667808,-122.277374,"(47.667808, -122.277374)",F160085627
Maynard Av S / S Lane St,Car Fire,07/31/2016 02:00:00 AM +0000,47.596674,-122.325065,"(47.596674, -122.325065)",F160087771
SB I5 AT ALBRO,Car Fire Freeway,07/26/2016 08:22:00 AM +0000,47.551689,-122.317047,"(47.551689, -122.317047)",F160085873
324 W Olympic Pl,Car Fire W/Exp.,07/27/2016 10:47:00 AM +0000,47.626731,-122.360915,"(47.626731, -122.360915)",F160086303
Rainier Av S / S Cloverdale St,Car Fire,07/27/2016 12:26:00 AM +0000,47.526171,-122.269983,"(47.526171, -122.269983)",F160086129
3246 10TH AV W,Car Fire,07/28/2016 06:49:00 PM +0000,47.648973,-122.37041,"(47.648973, -122.37041)",F160086833
3261 W Bertona St,Car Fire,07/28/2016 06:45:00 PM +0000,47.650446,-122.399037,"(47.650446, -122.399037)",F160086831
Sand Point Way Ne / Ne 65th St,Car Fire,07/28/2016 12:26:00 PM +0000,47.675722,-122.263545,"(47.675722, -122.263545)",F160086740
2nd Av Nw / Nw 95th St,Car Fire,07/29/2016 02:29:00 AM +0000,47.697849,-122.359398,"(47.697849, -122.359398)",F160087005
24th Av Ne / Ne 77th St,Car Fire,07/29/2016 03:03:00 AM +0000,47.684861,-122.30188,"(47.684861, -122.30188)",F160087013
Densmore Av N / N 85th St,Car Fire,07/30/2016 11:16:00 PM +0000,47.690512,-122.337953,"(47.690512, -122.337953)",F160087717
Mercer St / Terry Av N,Car Fire,07/30/2016 09:31:00 PM +0000,47.624548,-122.337132,"(47.624548, -122.337132)",F160087678
N 63RD ST / WOODLAWN AV N,Car Fire,07/31/2016 06:00:00 AM +0000,47.674135,-122.333729,"(47.674135, -122.333729)",F160087858
N 45th St / Densmore Av N,Car Fire,08/01/2016 01:41:00 AM +0000,47.661387,-122.337371,"(47.661387, -122.337371)",F160088128
Madrona Dr / E Olive St,Car Fire,07/31/2016 06:13:00 AM +0000,47.61646,-122.284604,"(47.61646, -122.284604)",F160087861
Eb I90 At East Highrise,Car Fire Freeway,08/05/2016 12:43:00 AM +0000,47.589304,-122.258794,"(47.589304, -122.258794)",F160089622
Sb I5 To Northgate Mall,Car Fire Freeway,08/07/2016 04:33:00 AM +0000,47.709312,-122.330291,"(47.709312, -122.330291)",F160090501
7426 40th Av S,Car Fire,08/09/2016 09:26:00 PM +0000,47.535977,-122.281906,"(47.535977, -122.281906)",F160091426
8371 32nd Av Nw,Car Fire,08/18/2016 07:11:00 AM +0000,47.689589,-122.398325,"(47.689589, -122.398325)",F160095014
Sb Sr509 At 1 Av S Bridge,Car Fire,08/12/2016 06:46:00 PM +0000,47.535934,-122.334932,"(47.535934, -122.334932)",F160092831
Eb I90 At Mercer Way,Car Fire Freeway,08/14/2016 02:35:00 AM +0000,47.589276,-122.252626,"(47.589276, -122.252626)",F160093397
5300 39th Av S,Car Fire,08/13/2016 05:43:00 PM +0000,47.554445,-122.283487,"(47.554445, -122.283487)",F160093211
Dayton Av N / N 84th St,Car Fire,08/14/2016 08:30:00 AM +0000,47.689836,-122.352602,"(47.689836, -122.352602)",F160093493
16th Av Sw / Sw Elmgrove St,Car Fire,08/18/2016 11:14:00 PM +0000,47.530077,-122.355054,"(47.530077, -122.355054)",F160095251
1011 Western Av,Car Fire,08/17/2016 06:11:00 PM +0000,47.604303,-122.337416,"(47.604303, -122.337416)",F160094770
Elliott Av W / W Mercer St,Car Fire,08/17/2016 01:12:00 AM +0000,47.624603,-122.365693,"(47.624603, -122.365693)",F160094529
5th Av / Seneca St,Car Fire,08/17/2016 02:27:00 PM +0000,47.607979,-122.333104,"(47.607979, -122.333104)",F160094693
6th Av / Bell St,Car Fire,08/19/2016 02:21:00 AM +0000,47.616698,-122.342214,"(47.616698, -122.342214)",F160095327
2501 Thorndyke Av W,Car Fire,08/17/2016 07:01:00 PM +0000,47.641483,-122.385655,"(47.641483, -122.385655)",F160094788
Nb Sr99 At Safeco,Car Fire Freeway,08/21/2016 12:57:00 PM +0000,47.586022,-122.339518,"(47.586022, -122.339518)",F160096418
1112 Pike St,Car Fire,08/23/2016 05:35:00 PM +0000,47.613523,-122.328777,"(47.613523, -122.328777)",F160097245
7548 29th Av Nw,Car Fire,08/27/2016 02:38:00 AM +0000,47.683523,-122.394371,"(47.683523, -122.394371)",F160098671
Sb I5 Fr Columbian,Car Fire Freeway,08/28/2016 08:23:00 AM +0000,47.566559,-122.320956,"(47.566559, -122.320956)",F160099089
Delridge Way Sw / West Marginal Way Sw,Car Fire,08/29/2016 02:21:00 PM +0000,47.572095,-122.36001,"(47.572095, -122.36001)",F160099576
39th Av Ne / Ne 65th St,Car Fire,08/30/2016 01:18:00 PM +0000,47.675785,-122.285897,"(47.675785, -122.285897)",F160099914
5th Av S / S Jackson St,Car Fire,09/01/2016 08:27:00 AM +0000,47.599195,-122.327667,"(47.599195, -122.327667)",F160100540
Nb I5 At Spokane,Car Fire Freeway,09/02/2016 05:30:00 AM +0000,47.552107,-122.316869,"(47.552107, -122.316869)",F160100845
Delridge Way Sw / 17th Av Sw,Car Fire,09/13/2016 08:54:00 AM +0000,47.518843,-122.356494,"(47.518843, -122.356494)",F160104767
Sb I5 At Pike,Car Fire Freeway,09/05/2016 10:55:00 AM +0000,47.616393,-122.329156,"(47.616393, -122.329156)",F160101946
Meridian Av N / College Way N,Car Fire,09/07/2016 06:49:00 PM +0000,47.70322,-122.333903,"(47.70322, -122.333903)",F160102716
S Holden St / West Marginal Way S,Car Fire,09/08/2016 07:21:00 AM +0000,47.534148,-122.332133,"(47.534148, -122.332133)",F160102854
7272 West Marginal Way S,Car Fire W/Exp.,09/08/2016 07:21:00 AM +0000,47.537696,-122.33418,"(47.537696, -122.33418)",F160102855
Nb I5 At 45,Car Fire Freeway,09/06/2016 12:32:00 PM +0000,47.65745,-122.322155,"(47.65745, -122.322155)",F160102290
8300 Military Rd S,Car Fire,09/08/2016 03:02:00 AM +0000,47.530109,-122.295457,"(47.530109, -122.295457)",F160102816
26th Av Sw / Sw Genesee St,Car Fire,09/08/2016 07:40:00 AM +0000,47.564725,-122.365459,"(47.564725, -122.365459)",F160102862
S Mcclellan St / S Mount Baker Blvd,Car Fire,09/10/2016 11:43:00 PM +0000,47.57834,-122.288727,"(47.57834, -122.288727)",F160103936
4th Av / Madison St,Car Fire,09/08/2016 10:36:00 AM +0000,47.606088,-122.332909,"(47.606088, -122.332909)",F160102919
NB I5 AT NORTHGATE,Car Fire Freeway,09/11/2016 09:48:00 PM +0000,47.704645,-122.329446,"(47.704645, -122.329446)",F160104254
11th Av Ne / Ne 78th St,Car Fire,09/10/2016 06:12:00 PM +0000,47.685285,-122.316258,"(47.685285, -122.316258)",F160103842
32nd Av Sw / Sw Kenyon St,Car Fire,09/12/2016 03:08:00 PM +0000,47.531908,-122.373922,"(47.531908, -122.373922)",F160104501
Sw Trenton St / Fauntleroy Way Sw,Car Fire,09/14/2016 09:01:00 PM +0000,47.52487,-122.392779,"(47.52487, -122.392779)",F160105373
NB I5 AT I90,Car Fire Freeway,09/14/2016 06:45:00 AM +0000,47.587138,-122.320156,"(47.587138, -122.320156)",F160105092
100 PROSPECT ST,Car Fire,09/14/2016 03:30:00 PM +0000,47.629429,-122.355366,"(47.629429, -122.355366)",F160105246
Nb I5 At 145,Car Fire Freeway,09/14/2016 02:42:00 PM +0000,47.72959,-122.324067,"(47.72959, -122.324067)",F160105235
Sb I5 Fr Mercer,Car Fire Freeway,09/17/2016 05:06:00 PM +0000,47.625085,-122.330691,"(47.625085, -122.330691)",F160106387
Nb I5 To Seneca,Car Fire Freeway,09/19/2016 11:52:00 PM +0000,47.605672,-122.328492,"(47.605672, -122.328492)",F160107175
3317 S Brandon St,Car Fire,09/19/2016 06:45:00 PM +0000,47.553453,-122.29035,"(47.553453, -122.29035)",F160107094
S Massachusetts St / Rainier Av S,Car Fire,09/27/2016 02:34:00 PM +0000,47.588411,-122.305827,"(47.588411, -122.305827)",F160110001
NB I5 AT 65,Car Fire Freeway,09/25/2016 11:33:00 PM +0000,47.670323,-122.321644,"(47.670323, -122.321644)",F160109509
13th Av S / S Bailey St,Car Fire,09/26/2016 02:01:00 PM +0000,47.547974,-122.316104,"(47.547974, -122.316104)",F160109681
1540 Ne Columbia Rd,Car Fire,09/28/2016 03:32:00 PM +0000,47.650755,-122.311747,"(47.650755, -122.311747)",F160110373
11317 Corliss Av N,Car Fire,09/26/2016 04:07:00 AM +0000,47.710872,-122.331359,"(47.710872, -122.331359)",F160109542
Sb I5 At Albro,Car Fire Freeway,09/29/2016 11:40:00 AM +0000,47.547878,-122.311082,"(47.547878, -122.311082)",F160110633
6601 East Marginal Way S,Car Fire,10/01/2016 02:09:00 PM +0000,47.544205,-122.330156,"(47.544205, -122.330156)",F160111540
8th Av / Spring St,Car Fire,09/29/2016 07:06:00 PM +0000,47.608658,-122.329124,"(47.608658, -122.329124)",F160110798
19th Av S / Swift Av S,Car Fire,09/29/2016 08:11:00 PM +0000,47.547361,-122.308623,"(47.547361, -122.308623)",F160110823
26th Av Sw / Sw Andover St,Car Fire,10/03/2016 03:55:00 AM +0000,47.568344,-122.365429,"(47.568344, -122.365429)",F160112043
5228 Shilshole Av Nw,Car Fire,10/05/2016 06:33:00 PM +0000,47.664715,-122.38267,"(47.664715, -122.38267)",F160112972
Wb I90 Exp At Tunnel,Car Fire Freeway,10/05/2016 04:02:00 PM +0000,47.590361,-122.30246,"(47.590361, -122.30246)",F160112922
4th Av / Jefferson St,Car Fire,10/12/2016 10:18:00 AM +0000,47.60252,-122.329645,"(47.60252, -122.329645)",F160115227
6700 West Marginal Way Sw,Car Fire,10/08/2016 02:25:00 AM +0000,47.541883,-122.343794,"(47.541883, -122.343794)",F160113817
8th Av Ne / Ne 63rd St,Car Fire,10/07/2016 08:41:00 AM +0000,47.67417,-122.320056,"(47.67417, -122.320056)",F160113525
Roosevelt Way Ne / Ne 45th St,Car Fire,10/07/2016 11:27:00 AM +0000,47.661299,-122.317638,"(47.661299, -122.317638)",F160113583
20th Av Nw / Nw 63rd St,Car Fire,10/09/2016 12:46:00 PM +0000,47.674552,-122.382127,"(47.674552, -122.382127)",F160114298
N 46th St / Fremont Av N,Car Fire,10/11/2016 06:13:00 PM +0000,47.662136,-122.350034,"(47.662136, -122.350034)",F160115044
Rainier Av S / S Othello St,Car Fire,10/10/2016 09:17:00 AM +0000,47.536958,-122.270274,"(47.536958, -122.270274)",F160114532
Nb I5 Exp To Lake City,Car Fire Freeway,10/10/2016 02:20:00 PM +0000,47.682137,-122.318804,"(47.682137, -122.318804)",F160114638
Sb I5 At Michigan,Car Fire Freeway,10/12/2016 02:34:00 AM +0000,47.559045,-122.321742,"(47.559045, -122.321742)",F160115147
Sb I5 At Mid Boeing Field,Car Fire Freeway,10/12/2016 04:56:00 PM +0000,47.545461,-122.308073,"(47.545461, -122.308073)",F160115354
6330 35th Av Sw,Car Fire,10/14/2016 05:37:00 PM +0000,47.546228,-122.376407,"(47.546228, -122.376407)",F160116148
3124 Wetmore Av S,Car Fire,10/17/2016 11:26:00 PM +0000,47.574985,-122.294094,"(47.574985, -122.294094)",F160117283
15100 5th Av Ne,Car Fire Freeway,10/19/2016 09:53:00 PM +0000,47.738397,-122.323611,"(47.738397, -122.323611)",B160117994
3rd Av W / W Mercer St,Car Fire,10/19/2016 08:53:00 PM +0000,47.624599,-122.360628,"(47.624599, -122.360628)",F160117977
42nd Av Sw / Sw Oregon St,Car Fire,10/18/2016 02:02:00 PM +0000,47.562875,-122.385455,"(47.562875, -122.385455)",F160117496
Nb I5 At Lakeview,Car Fire Freeway,10/20/2016 12:02:00 PM +0000,47.629452,-122.326694,"(47.629452, -122.326694)",F160118306
Aurora Av N / N 66th St,Car Fire,10/22/2016 01:25:00 PM +0000,47.676863,-122.346366,"(47.676863, -122.346366)",F160119031
1406 S Dean St,Car Fire,10/21/2016 07:12:00 AM +0000,47.595146,-122.31351,"(47.595146, -122.31351)",F160118585
Whitman Pl N / Aurora Av N,Car Fire Freeway,10/22/2016 01:24:00 PM +0000,47.672425,-122.34713,"(47.672425, -122.34713)",F160119030
Cherry St / 7th Av,Car Fire,10/23/2016 02:24:00 PM +0000,47.60534,-122.327624,"(47.60534, -122.327624)",F160119453
Sw Roxbury St/16th Av Sw,Car Fire,10/23/2016 01:51:00 AM +0000,47.51736,-122.355165,"(47.51736, -122.355165)",F160119266
N 110th St / Greenwood Av N,Car Fire,10/24/2016 11:35:00 PM +0000,47.708714,-122.355481,"(47.708714, -122.355481)",F160119973
Wb Wsea Frwy To Admiral,Car Fire Freeway,10/25/2016 12:21:00 PM +0000,47.571579,-122.367558,"(47.571579, -122.367558)",F160120128
Nb I5 At 145,Car Fire Freeway,10/28/2016 12:29:00 PM +0000,47.72959,-122.324067,"(47.72959, -122.324067)",F160121189
S Edmunds St / Rainier Av S,Car Fire,10/25/2016 03:37:00 PM +0000,47.558656,-122.285443,"(47.558656, -122.285443)",F160120207
Nb I5 To Seneca,Car Fire Freeway,11/01/2016 01:14:00 AM +0000,47.605672,-122.328492,"(47.605672, -122.328492)",F160122428
35th Av Sw / Sw Holden St,Car Fire Freeway,10/28/2016 03:03:00 PM +0000,47.533363,-122.376622,"(47.533363, -122.376622)",F160121237
7th Av / James St,Car Fire,11/01/2016 04:32:00 PM +0000,47.604625,-122.32697,"(47.604625, -122.32697)",F160122641
Nb I5 Fr Eb Wsea Frwy,Car Fire Freeway,11/02/2016 09:20:00 AM +0000,47.574137,-122.319473,"(47.574137, -122.319473)",F160122834
4512 Dayton Av N,Car Fire,11/02/2016 05:04:00 PM +0000,47.661481,-122.352738,"(47.661481, -122.352738)",F160122976
Ne 45th St / 15th Av Ne,Car Fire,11/03/2016 04:50:00 PM +0000,47.661262,-122.311993,"(47.661262, -122.311993)",F160123291
Corliss Av N / N 45th St,Car Fire Freeway,11/04/2016 10:46:00 PM +0000,47.661375,-122.331356,"(47.661375, -122.331356)",F160123762
Nb I5 Exp Fr Convention Ctr,Car Fire Freeway,11/05/2016 11:48:00 AM +0000,47.612793,-122.330954,"(47.612793, -122.330954)",F160123921
EB I90 TO ISLAND CREST,Car Fire Freeway,11/06/2016 02:43:00 AM +0000,47.587533,-122.232174,"(47.587533, -122.232174)",F160124184
3019 20th Av W,Car Fire,11/04/2016 10:49:00 AM +0000,47.646757,-122.381975,"(47.646757, -122.381975)",F160123541
2315 Warren Av N,Car Fire,11/08/2016 07:11:00 AM +0000,47.639234,-122.35436,"(47.639234, -122.35436)",F160124893
24th Av E / E Prospect St,Car Fire,11/06/2016 06:42:00 AM +0000,47.629268,-122.301666,"(47.629268, -122.301666)",F160124207
41st Av Ne / Sand Point Way Ne,Car Fire,11/05/2016 01:54:00 PM +0000,47.664275,-122.283475,"(47.664275, -122.283475)",F160123972
Sw Barton St / Sw Director St,Car Fire,11/06/2016 05:45:00 PM +0000,47.522468,-122.387467,"(47.522468, -122.387467)",F160124391
15th Av S / S Nevada St,Car Fire,11/07/2016 12:04:00 PM +0000,47.565321,-122.313491,"(47.565321, -122.313491)",F160124616
Battery St / Elliott Av,Car Fire,11/09/2016 07:50:00 AM +0000,47.612815,-122.349533,"(47.612815, -122.349533)",F160125264
Golf Dr S / 14th Av S,Car Fire,11/07/2016 04:21:00 PM +0000,47.592905,-122.314872,"(47.592905, -122.314872)",F160124676
Mercer St / 8th Av N,Car Fire,11/11/2016 02:28:00 PM +0000,47.624547,-122.341044,"(47.624547, -122.341044)",F160126124
Harvard Av / E Pine St,Car Fire,11/09/2016 01:50:00 AM +0000,47.615226,-122.32213,"(47.615226, -122.32213)",F160125202
35th Av Sw / Sw Henderson St,Car Fire,11/12/2016 12:06:00 PM +0000,47.522861,-122.3767,"(47.522861, -122.3767)",F160126395
3202 S Byron St,Car Fire,11/14/2016 01:27:00 AM +0000,47.57476,-122.292442,"(47.57476, -122.292442)",F160126916
11550 Lake City Way Ne,Car Fire,11/15/2016 04:52:00 PM +0000,47.713014,-122.298939,"(47.713014, -122.298939)",F160127520
