Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
658 Ne Northlake Way,Car Fire,01/13/2014 01:41:00 PM +0000,47.654513,-122.321759,"(47.654513, -122.321759)",F140004494
55th Av Sw / Sw Charlestown St,Car Fire,01/14/2014 04:10:00 PM +0000,47.570386,-122.402824,"(47.570386, -122.402824)",F140004879
11520 40th Av Ne,Car Fire,01/14/2014 09:39:00 PM +0000,47.712058,-122.285284,"(47.712058, -122.285284)",F140004978
Sb Sr99 At Seneca,Car Fire Freeway,01/15/2014 11:52:00 PM +0000,47.610664,-122.345431,"(47.610664, -122.345431)",F140005346
M L King Jr Way S / S Dawson St,Car Fire,01/15/2014 11:08:00 AM +0000,47.555193,-122.289881,"(47.555193, -122.289881)",F140005166
Sb I5 At Mid Boeing Field,Car Fire Freeway,01/15/2014 08:13:00 PM +0000,47.545461,-122.308073,"(47.545461, -122.308073)",F140005277
1st Av W / W Mercer St,Car Fire,01/15/2014 06:46:00 AM +0000,47.624588,-122.358016,"(47.624588, -122.358016)",F140005122
3207 28th Av W,Car Fire,01/18/2014 06:20:00 AM +0000,47.648701,-122.3929,"(47.648701, -122.3929)",F140006546
8760 Greenwood Av N,Car Fire,01/19/2014 09:56:00 AM +0000,47.692774,-122.355325,"(47.692774, -122.355325)",F140006908
3500 Sw Avalon Way,Car Fire,01/19/2014 03:55:00 AM +0000,47.564077,-122.376189,"(47.564077, -122.376189)",F140006822
Nb I5 At Tullys,Car Fire Freeway,01/19/2014 07:28:00 PM +0000,47.566974,-122.32047,"(47.566974, -122.32047)",F140007003
32nd Av S / S Lucile St,Car Fire,01/21/2014 02:18:00 AM +0000,47.552501,-122.291557,"(47.552501, -122.291557)",F140007503
1st Av S / S Spokane St,Car Fire,01/21/2014 02:46:00 AM +0000,47.571393,-122.334194,"(47.571393, -122.334194)",F140007510
10516 55th Av S,Car Fire,01/22/2014 05:00:00 AM +0000,47.506873,-122.264783,"(47.506873, -122.264783)",F140007873
145 Nw 85th St,Car Fire,01/24/2014 01:29:00 AM +0000,47.690613,-122.358574,"(47.690613, -122.358574)",F140008449
Renton Av S / S Henderson St,Car Fire,01/24/2014 07:53:00 PM +0000,47.523312,-122.276403,"(47.523312, -122.276403)",F140008661
22nd Av W / W Bertona St,Car Fire,02/04/2014 03:54:00 AM +0000,47.650326,-122.384671,"(47.650326, -122.384671)",F140012426
25th Av S / S Jackson St,Car Fire,02/05/2014 03:54:00 PM +0000,47.599269,-122.299884,"(47.599269, -122.299884)",F140012917
Wb I90 Exp At West Highrise,Car Fire Freeway,02/05/2014 03:50:00 PM +0000,47.590353,-122.288576,"(47.590353, -122.288576)",F140012915
M L King Jr Way S / S Othello St,Car Fire,02/05/2014 02:01:00 PM +0000,47.537042,-122.281293,"(47.537042, -122.281293)",F140012888
2nd Av / University St,Car Fire,02/05/2014 11:29:00 PM +0000,47.607299,-122.337087,"(47.607299, -122.337087)",F140013212
6th Av / Yesler Way,Car Fire,02/06/2014 12:16:00 AM +0000,47.60171,-122.326351,"(47.60171, -122.326351)",F140013232
Sb I5 At Northgate,Car Fire Freeway,02/06/2014 10:32:00 PM +0000,47.706245,-122.330019,"(47.706245, -122.330019)",F140013602
Delridge Way Sw / Sw Orchard St,Car Fire,02/09/2014 05:20:00 AM +0000,47.537954,-122.361092,"(47.537954, -122.361092)",F140014517
4803 42nd Av S,Car Fire,02/09/2014 06:06:00 AM +0000,47.559356,-122.280749,"(47.559356, -122.280749)",F140014531
830 S Southern St,Car Fire,02/13/2014 06:01:00 AM +0000,47.529811,-122.322461,"(47.529811, -122.322461)",F140015993
E Roanoke St / Boylston Av E,Car Fire,02/15/2014 09:06:00 PM +0000,47.643186,-122.323416,"(47.643186, -122.323416)",F140016941
3603 32nd Av W,Car Fire,02/17/2014 05:23:00 PM +0000,47.65227,-122.398241,"(47.65227, -122.398241)",F140017524
Sb I5 At 50,Car Fire Freeway,02/18/2014 12:26:00 AM +0000,47.661199,-122.322412,"(47.661199, -122.322412)",F140017663
4th Av S / S Washington St,Car Fire,02/19/2014 06:33:00 PM +0000,47.600875,-122.328963,"(47.600875, -122.328963)",F140018307
155 N 35th St,Car Fire,02/19/2014 02:24:00 AM +0000,47.651998,-122.357077,"(47.651998, -122.357077)",F140018017
Sb I5 At South Boeing Field,Car Fire Freeway,02/19/2014 05:18:00 AM +0000,47.524288,-122.291643,"(47.524288, -122.291643)",F140018055
115 Nickerson St,Car Fire,02/20/2014 03:14:00 AM +0000,47.648549,-122.35501,"(47.648549, -122.35501)",F140018448
500 Pine St,Car Fire,02/20/2014 02:55:00 PM +0000,47.611672,-122.336484,"(47.611672, -122.336484)",F140018553
31st Av S / S King St,Car Fire,02/20/2014 11:53:00 PM +0000,47.597988,-122.292572,"(47.597988, -122.292572)",F140018724
Nb I5 Exp At 85,Car Fire Freeway,02/21/2014 08:15:00 PM +0000,47.677663,-122.320564,"(47.677663, -122.320564)",F140018984
7th Av W / W Lee St,Car Fire,02/21/2014 02:50:00 PM +0000,47.631116,-122.36647,"(47.631116, -122.36647)",F140018895
14th Av Nw / Nw 53rd St,Car Fire,02/24/2014 12:23:00 PM +0000,47.66716,-122.37359,"(47.66716, -122.37359)",F140019835
2209 1st Av,Car Fire,02/24/2014 11:55:00 AM +0000,47.612669,-122.345319,"(47.612669, -122.345319)",F140019829
Lake City Way Ne / Ne 125th St,Car Fire,02/23/2014 07:34:00 PM +0000,47.719279,-122.295233,"(47.719279, -122.295233)",F140019635
Fremont Av N / N 36th St,Car Fire,02/25/2014 04:22:00 AM +0000,47.651349,-122.349934,"(47.651349, -122.349934)",F140020072
N 130th St / Stone Av N,Car Fire,02/25/2014 03:18:00 PM +0000,47.723211,-122.34228,"(47.723211, -122.34228)",F140020166
44th Av Sw / Sw Oregon St,Car Fire,02/26/2014 12:32:00 AM +0000,47.562947,-122.388129,"(47.562947, -122.388129)",F140020308
15th Av Nw / Nw Market St,Car Fire,02/25/2014 04:27:00 PM +0000,47.668667,-122.376214,"(47.668667, -122.376214)",F140020178
1400 6th Av,Car Fire,02/27/2014 02:39:00 AM +0000,47.61015,-122.333556,"(47.61015, -122.333556)",F140020657
600 Union St,Car Fire,02/27/2014 02:41:00 AM +0000,47.61015,-122.333556,"(47.61015, -122.333556)",F140020659
Nb I5 At Mid Boeing Field,Car Fire Freeway,02/27/2014 02:33:00 PM +0000,47.509956,-122.282966,"(47.509956, -122.282966)",F140020766
30TH AV SW / SW BRANDON ST,Car Fire,02/27/2014 11:14:00 PM +0000,47.553758,-122.370928,"(47.553758, -122.370928)",F140020911
Ne 125th St / 35th Av Ne,Car Fire,03/05/2014 05:14:00 PM +0000,47.719253,-122.290784,"(47.719253, -122.290784)",F140022812
Meridian Av N / N 50th St,Car Fire,03/04/2014 07:01:00 PM +0000,47.665036,-122.333719,"(47.665036, -122.333719)",F140022522
Lakeview Blvd E / E Blaine St,Car Fire,03/04/2014 09:59:00 AM +0000,47.635004,-122.322395,"(47.635004, -122.322395)",F140022423
5059 30th Av S,Car Fire,03/05/2014 02:52:00 PM +0000,47.556638,-122.294178,"(47.556638, -122.294178)",F140022784
3rd Av S / S Lander St,Car Fire,03/05/2014 04:21:00 PM +0000,47.57981,-122.329988,"(47.57981, -122.329988)",F140022805
Nb I5 At Mid Boeing Field,Car Fire Freeway,03/05/2014 06:59:00 PM +0000,47.509956,-122.282966,"(47.509956, -122.282966)",F140022839
Ne 88th St / Roosevelt Way Ne,Car Fire,03/06/2014 05:06:00 AM +0000,47.69219,-122.317608,"(47.69219, -122.317608)",F140023045
N 87th St / Greenwood Av N,Car Fire,03/07/2014 08:33:00 AM +0000,47.692418,-122.355321,"(47.692418, -122.355321)",F140023483
912 DEXTER AV N,Car Fire,03/07/2014 04:57:00 PM +0000,47.627233,-122.342326,"(47.627233, -122.342326)",F140023561
7447 ROCKERY DR S,Car Fire,03/07/2014 03:46:00 AM +0000,47.534668,-122.282612,"(47.534668, -122.282612)",F140023418
10451 Renton Av S,Car Fire,03/07/2014 04:44:00 PM +0000,47.506876,-122.255088,"(47.506876, -122.255088)",F140023553
Sb I5 At Michigan,Car Fire Freeway,03/08/2014 07:27:00 AM +0000,47.559045,-122.321742,"(47.559045, -122.321742)",F140023852
Occidental Av S / S Washington St,Car Fire,03/09/2014 07:24:00 PM +0000,47.600882,-122.332877,"(47.600882, -122.332877)",F140024358
N 45th St / Bagley Av N,Car Fire,03/10/2014 06:10:00 PM +0000,47.661381,-122.332549,"(47.661381, -122.332549)",F140024693
12th Av S / S King St,Car Fire,03/11/2014 05:56:00 PM +0000,47.598338,-122.317228,"(47.598338, -122.317228)",F140025050
4829 Sw Barton St,Car Fire,03/13/2014 04:00:00 AM +0000,47.523194,-122.393362,"(47.523194, -122.393362)",F140025574
8th Av N / Wheeler St,Car Fire,03/13/2014 12:58:00 PM +0000,47.640907,-122.34337,"(47.640907, -122.34337)",F140025652
10233 Renton Av S,Car Fire,03/13/2014 09:34:00 PM +0000,47.509478,-122.258413,"(47.509478, -122.258413)",F140025809
25th Av S / E Yesler Way,Car Fire,03/14/2014 04:52:00 AM +0000,47.601663,-122.299971,"(47.601663, -122.299971)",F140025938
19th Av E / E Calhoun St,Car Fire,03/15/2014 03:37:00 PM +0000,47.641009,-122.307252,"(47.641009, -122.307252)",F140026423
1717 Ne 90th St,Car Fire,03/19/2014 01:01:00 AM +0000,47.693959,-122.309341,"(47.693959, -122.309341)",F140027567
23rd Av / E Union St,Car Fire,03/22/2014 12:25:00 AM +0000,47.612941,-122.30271,"(47.612941, -122.30271)",F140028605
848 S Thistle St,Car Fire,03/22/2014 06:52:00 AM +0000,47.528163,-122.322249,"(47.528163, -122.322249)",F140028732
Nb I5 At Mid Boeing Field,Car Fire Freeway,03/22/2014 01:15:00 PM +0000,47.540165,-122.301503,"(47.540165, -122.301503)",F140028800
Sunnyside Av N / N Northlake Way,Car Fire,03/24/2014 04:21:00 PM +0000,47.650488,-122.330866,"(47.650488, -122.330866)",F140029503
2309 N Northlake Way,Car Fire,03/24/2014 04:21:00 PM +0000,47.650522,-122.330836,"(47.650522, -122.330836)",F140029504
Eastlake Av E / Roy St,Car Fire,03/26/2014 03:58:00 PM +0000,47.625121,-122.329167,"(47.625121, -122.329167)",F140030178
921 Terry Av,Car Fire,03/27/2014 09:36:00 AM +0000,47.608306,-122.325731,"(47.608306, -122.325731)",F140030489
2216 31st Av S,Car Fire,03/29/2014 08:26:00 AM +0000,47.583384,-122.292998,"(47.583384, -122.292998)",F140031153
Sb Sr99 At Western,Car Fire Freeway,03/27/2014 10:39:00 PM +0000,47.614012,-122.34785,"(47.614012, -122.34785)",F140030659
46th Av S / S Director St,Car Fire,03/29/2014 09:07:00 PM +0000,47.522352,-122.274265,"(47.522352, -122.274265)",F140031311
14th Av / E Columbia St,Car Fire,03/30/2014 05:03:00 AM +0000,47.609216,-122.314144,"(47.609216, -122.314144)",F140031456
Wallingford Av N / N 40th St,Car Fire,03/30/2014 04:07:00 PM +0000,47.655649,-122.336257,"(47.655649, -122.336257)",F140031584
Wallingford Av N / N 40th St,Car Fire,03/30/2014 04:09:00 PM +0000,47.655649,-122.336257,"(47.655649, -122.336257)",F140031587
15th Av S / Beacon Av S,Car Fire,04/02/2014 12:55:00 AM +0000,47.580593,-122.313412,"(47.580593, -122.313412)",F140032479
9th Av W / W Galer St,Car Fire,04/02/2014 07:16:00 AM +0000,47.632313,-122.36907,"(47.632313, -122.36907)",F140032630
23rd Av / E Olive St,Car Fire,04/03/2014 10:34:00 PM +0000,47.617107,-122.302597,"(47.617107, -122.302597)",F140033338
13000 LAKE CITY WAY NE,Car Fire,04/04/2014 05:34:00 AM +0000,47.722899,-122.293194,"(47.722899, -122.293194)",F140033467
Nb Sr99 At Seneca,Car Fire Freeway,04/04/2014 08:53:00 PM +0000,47.605155,-122.339242,"(47.605155, -122.339242)",F140033646
Ne 45th St / Roosevelt Way Ne,Car Fire,04/06/2014 04:53:00 PM +0000,47.661299,-122.317638,"(47.661299, -122.317638)",F140034294
1120 12th Av,Car Fire,04/07/2014 04:55:00 PM +0000,47.611648,-122.316776,"(47.611648, -122.316776)",F140034679
12740 30th Av Ne,Car Fire,04/07/2014 08:19:00 PM +0000,47.721329,-122.296339,"(47.721329, -122.296339)",F140034762
5th Av / Seneca St,Car Fire,04/09/2014 01:02:00 AM +0000,47.607979,-122.333104,"(47.607979, -122.333104)",F140035268
4th Av S / S Spokane St,Car Fire,04/09/2014 06:01:00 PM +0000,47.571421,-122.329077,"(47.571421, -122.329077)",F140035513
S Bayview St / Rainier Av S,Car Fire,04/16/2014 01:12:00 PM +0000,47.580994,-122.300167,"(47.580994, -122.300167)",F140037923
S Wildwood Ln / Rainier Av S,Car Fire,04/11/2014 03:42:00 AM +0000,47.534285,-122.269988,"(47.534285, -122.269988)",F140036019
M L King Jr Way S / S Findlay St,Car Fire,04/13/2014 07:30:00 PM +0000,47.551972,-122.288487,"(47.551972, -122.288487)",F140037000
3rd Av Nw / Nw 120th St,Car Fire,04/13/2014 10:20:00 PM +0000,47.715999,-122.360912,"(47.715999, -122.360912)",F140037047
6th Av / Marion St,Car Fire,04/10/2014 09:59:00 PM +0000,47.606302,-122.330039,"(47.606302, -122.330039)",F140035921
Texas Way / Illinois Av,Car Fire,04/12/2014 01:29:00 AM +0000,47.664886,-122.410954,"(47.664886, -122.410954)",F140036341
5316 Rainier Av S,Car Fire,04/12/2014 05:23:00 PM +0000,47.553825,-122.280571,"(47.553825, -122.280571)",F140036579
3801 California Av Sw,Car Fire,04/11/2014 01:24:00 AM +0000,47.570182,-122.386767,"(47.570182, -122.386767)",F140035980
5446 35th Av Sw,Car Fire,04/13/2014 02:57:00 AM +0000,47.553357,-122.376283,"(47.553357, -122.376283)",F140036796
Nb I5 Exp Fr Cherry,Car Fire Freeway,04/13/2014 11:54:00 PM +0000,47.606481,-122.329197,"(47.606481, -122.329197)",F140037079
3939 Lake Washington Blvd S,Car Fire,04/11/2014 05:28:00 PM +0000,47.567865,-122.272247,"(47.567865, -122.272247)",F140036197
Poplar Pl S / S Charles St,Car Fire,04/11/2014 10:32:00 PM +0000,47.593922,-122.311595,"(47.593922, -122.311595)",F140036278
M L King Jr Way S / S Orcas St,Car Fire,04/15/2014 05:47:00 PM +0000,47.55123,-122.288096,"(47.55123, -122.288096)",F140037672
Nb I5 At Michigan,Car Fire Freeway,04/12/2014 10:06:00 AM +0000,47.549428,-122.313199,"(47.549428, -122.313199)",F140036500
5446 35TH AV SW,Car Fire,04/14/2014 02:46:00 AM +0000,47.553357,-122.376283,"(47.553357, -122.376283)",F140037147
11011 Meridian Av N,Car Fire,04/15/2014 05:34:00 PM +0000,47.708709,-122.333994,"(47.708709, -122.333994)",F140037665
Ne 42nd St / Brooklyn Av Ne,Car Fire,04/17/2014 03:33:00 AM +0000,47.658329,-122.314363,"(47.658329, -122.314363)",F140038178
Corson Av S / S Michigan St,Car Fire,04/18/2014 09:58:00 PM +0000,47.547503,-122.321439,"(47.547503, -122.321439)",F140038866
3400 Aurora Av N,Car Fire Freeway,04/19/2014 05:37:00 PM +0000,47.64921,-122.347184,"(47.64921, -122.347184)",F140039170
1814 1st Av W,Car Fire,04/19/2014 05:58:00 PM +0000,47.634864,-122.358309,"(47.634864, -122.358309)",F140039179
11334 Corliss Av N,Car Fire,04/20/2014 05:51:00 AM +0000,47.711369,-122.331369,"(47.711369, -122.331369)",F140039374
1800 E Howell St,Car Fire,04/20/2014 03:01:00 PM +0000,47.617607,-122.308833,"(47.617607, -122.308833)",F140039451
306 6th Av S,Car Fire,04/21/2014 09:06:00 AM +0000,47.599981,-122.326357,"(47.599981, -122.326357)",F140039690
Winona Av N / Aurora Av N,Car Fire,04/23/2014 11:46:00 AM +0000,47.682772,-122.344484,"(47.682772, -122.344484)",F140040385
8822 9th Av Nw,Car Fire,04/24/2014 12:44:00 AM +0000,47.69287,-122.368556,"(47.69287, -122.368556)",F140040570
Nw 83rd St / 11th Av Nw,Car Fire,04/24/2014 04:01:00 AM +0000,47.688744,-122.3704,"(47.688744, -122.3704)",F140040621
9457 - 9547 Sb Sr99 At 14,Car Fire Freeway,04/24/2014 08:16:00 PM +0000,47.519094,-122.316295,"(47.519094, -122.316295)",V140040833
23rd Av S / S Jackson St,Car Fire,04/24/2014 10:53:00 PM +0000,47.599281,-122.302233,"(47.599281, -122.302233)",F140040886
51st Av S / S Ryan Way,Car Fire,04/25/2014 02:51:00 PM +0000,47.509539,-122.270068,"(47.509539, -122.270068)",F140041086
3rd Av / Dilling Way,Car Fire,04/27/2014 11:17:00 PM +0000,47.601716,-122.330265,"(47.601716, -122.330265)",F140041979
M L King Jr Way / E Yesler Way,Car Fire,04/29/2014 03:47:00 AM +0000,47.601656,-122.296768,"(47.601656, -122.296768)",F140042398
613 N 112th St,Car Fire,04/29/2014 11:11:00 AM +0000,47.710519,-122.351329,"(47.710519, -122.351329)",F140042498
Western Av / Virginia St,Car Fire,04/29/2014 10:07:00 PM +0000,47.610321,-122.343637,"(47.610321, -122.343637)",F140042671
3rd Av Ne / Ne 130th St,Car Fire,04/29/2014 11:16:00 PM +0000,47.723143,-122.326232,"(47.723143, -122.326232)",F140042699
N 85th St / Palatine Av N,Car Fire,04/30/2014 12:15:00 AM +0000,47.690603,-122.356642,"(47.690603, -122.356642)",F140042727
Wilson Av S / S Orcas St,Car Fire,04/30/2014 09:24:00 PM +0000,47.551121,-122.265864,"(47.551121, -122.265864)",F140043060
M L King Jr Way / E Cherry St,Car Fire,05/02/2014 12:32:00 AM +0000,47.607997,-122.296254,"(47.607997, -122.296254)",F140043514
Eb I90 Fr 4,Car Fire,05/05/2014 11:42:00 PM +0000,47.593202,-122.322477,"(47.593202, -122.322477)",F140045143
112 W Galer St,Car Fire,05/09/2014 12:43:00 AM +0000,47.632319,-122.358369,"(47.632319, -122.358369)",F140046316
Sb I5 At Ship Canal Bridge,Car Fire,05/07/2014 03:58:00 PM +0000,47.646334,-122.322987,"(47.646334, -122.322987)",F140045746
Boren Av N / Mercer St,Car Fire,05/08/2014 12:09:00 AM +0000,47.624543,-122.335827,"(47.624543, -122.335827)",F140045923
30th Av Ne / Ne 145th St,Car Fire,05/10/2014 01:22:00 AM +0000,47.733786,-122.296519,"(47.733786, -122.296519)",F140046736
3700 Aurora Av N,Car Fire Freeway,05/09/2014 11:18:00 PM +0000,47.651317,-122.347232,"(47.651317, -122.347232)",F140046684
12th Av S / S Jackson St,Car Fire,05/10/2014 12:39:00 AM +0000,47.599189,-122.317223,"(47.599189, -122.317223)",F140046719
3929 Sw Kenyon St,Car Fire,05/11/2014 10:11:00 AM +0000,47.53211,-122.382372,"(47.53211, -122.382372)",F140047262
NE 145TH ST / 20TH AV NE,Car Fire,05/11/2014 09:07:00 PM +0000,47.733891,-122.307344,"(47.733891, -122.307344)",B140047396
942 Federal Av E,Car Fire,05/12/2014 12:25:00 AM +0000,47.627203,-122.319143,"(47.627203, -122.319143)",F140047464
Broadway / Madison St,Car Fire,05/12/2014 04:50:00 PM +0000,47.611169,-122.32076,"(47.611169, -122.32076)",F140047702
Atlantic Alaskan Way Rp,Car Fire,05/12/2014 03:10:00 PM +0000,47.592247,-122.336606,"(47.592247, -122.336606)",F140047662
Montlake Blvd E / E Shelby St,Car Fire,05/12/2014 04:03:00 PM +0000,47.646396,-122.304614,"(47.646396, -122.304614)",F140047687
Sb I5 At I90,Car Fire Freeway,05/12/2014 03:21:00 PM +0000,47.601669,-122.324897,"(47.601669, -122.324897)",F140047667
Nb I5 To 85,Car Fire Freeway,05/12/2014 05:58:00 PM +0000,47.685562,-122.324337,"(47.685562, -122.324337)",F140047726
38th Av S / S Myrtle St,Car Fire,05/13/2014 08:59:00 PM +0000,47.538881,-122.284744,"(47.538881, -122.284744)",F140048170
Sb Sr509 At 1 Av S Bridge,Car Fire,05/16/2014 10:55:00 PM +0000,47.535751,-122.334975,"(47.535751, -122.334975)",F140049479
Nb I5 At Denny,Car Fire Freeway,05/19/2014 09:28:00 PM +0000,47.613695,-122.329853,"(47.613695, -122.329853)",F140050823
1000 Aurora Av N,Car Fire,05/20/2014 05:57:00 AM +0000,47.628049,-122.343459,"(47.628049, -122.343459)",F140050985
Sb I5 At 65,Car Fire Freeway,05/20/2014 03:21:00 AM +0000,47.670539,-122.322214,"(47.670539, -122.322214)",F140050932
Nb I5 At Northgate,Car Fire Freeway,05/22/2014 09:29:00 PM +0000,47.704645,-122.329446,"(47.704645, -122.329446)",F140052190
42nd Av S / S Graham St,Car Fire,05/22/2014 10:37:00 PM +0000,47.545988,-122.280849,"(47.545988, -122.280849)",F140052208
8th Av S / Yesler Way,Car Fire,05/23/2014 11:19:00 AM +0000,47.601703,-122.322447,"(47.601703, -122.322447)",F140052460
1533 44th Av Sw,Car Fire,05/23/2014 01:59:00 PM +0000,47.590202,-122.387536,"(47.590202, -122.387536)",F140052477
Nb I5 At Holgate,Car Fire,05/23/2014 02:02:00 PM +0000,47.586721,-122.320117,"(47.586721, -122.320117)",F140052478
Sb I5 To Eb Sr520,Car Fire Freeway,05/26/2014 12:29:00 AM +0000,47.643234,-122.323195,"(47.643234, -122.323195)",F140053462
Denny Way / Virginia St,Car Fire,05/28/2014 07:12:00 AM +0000,47.618513,-122.332973,"(47.618513, -122.332973)",F140054297
Sb I5 At Pike,Car Fire Freeway,05/30/2014 03:51:00 AM +0000,47.616393,-122.329156,"(47.616393, -122.329156)",F140055042
2300 S Massachusetts St,Car Fire,05/31/2014 06:40:00 AM +0000,47.588375,-122.302594,"(47.588375, -122.302594)",F140055520
Broadway / Madison St,Car Fire,05/31/2014 07:02:00 PM +0000,47.611169,-122.32076,"(47.611169, -122.32076)",F140055708
Sw Spokane St / Harbor Av Sw,Car Fire,05/31/2014 09:29:00 PM +0000,47.571789,-122.370655,"(47.571789, -122.370655)",F140055768
12505 Aurora Av N,Car Fire,05/31/2014 06:39:00 PM +0000,47.719609,-122.344937,"(47.719609, -122.344937)",F140055695
Ne 50th St / Roosevelt Way Ne,Car Fire,06/01/2014 07:07:00 AM +0000,47.664937,-122.317404,"(47.664937, -122.317404)",F140055986
2201 Alaskan Way,Car Fire,06/01/2014 08:18:00 AM +0000,47.610762,-122.347609,"(47.610762, -122.347609)",F140056007
11th Av Ne / Ne 43rd St,Car Fire,06/03/2014 12:24:00 AM +0000,47.659837,-122.316617,"(47.659837, -122.316617)",F140056798
1st Av W / W Mercer St,Car Fire,06/03/2014 02:49:00 AM +0000,47.624588,-122.358016,"(47.624588, -122.358016)",F140056852
N 85th St / Meridian Av N,Car Fire,06/05/2014 02:37:00 AM +0000,47.690476,-122.333184,"(47.690476, -122.333184)",F140057700
10409 Aurora Av N,Car Fire,06/03/2014 11:02:00 PM +0000,47.704386,-122.344687,"(47.704386, -122.344687)",F140057163
8000 Sand Point Way Ne,Car Fire,06/04/2014 01:24:00 AM +0000,47.687403,-122.265453,"(47.687403, -122.265453)",F140057248
8500 Sand Point Way Ne,Car Fire,06/04/2014 01:24:00 AM +0000,47.690858,-122.268037,"(47.690858, -122.268037)",F140057250
6th Av / University St,Car Fire,06/06/2014 12:00:00 AM +0000,47.60916,-122.33264,"(47.60916, -122.33264)",F140058058
2708 Elliott Av,Car Fire,06/06/2014 10:45:00 PM +0000,47.614512,-122.352403,"(47.614512, -122.352403)",F140058496
S Henderson St / Rainier Av S,Car Fire,06/08/2014 12:56:00 AM +0000,47.523307,-122.269986,"(47.523307, -122.269986)",F140059009
Ne 65th St / 20th Av Ne,Car Fire,06/08/2014 02:54:00 AM +0000,47.675779,-122.306519,"(47.675779, -122.306519)",F140059050
1601 E Yesler Way,Car Fire,06/09/2014 05:31:00 AM +0000,47.601683,-122.311556,"(47.601683, -122.311556)",F140059471
75th Av S / Rainier Av S,Car Fire,06/10/2014 07:00:00 AM +0000,47.510991,-122.241082,"(47.510991, -122.241082)",F140059824
Nb I5 To Swift,Car Fire Freeway,06/10/2014 09:54:00 PM +0000,47.543412,-122.304902,"(47.543412, -122.304902)",F140060086
111 Ne 45th St,Car Fire,06/11/2014 10:27:00 AM +0000,47.661359,-122.328148,"(47.661359, -122.328148)",F140060341
9600 College Way N,Car Fire,06/11/2014 03:13:00 PM +0000,47.698678,-122.33505,"(47.698678, -122.33505)",F140060392
Sb I5 To Mercer,Car Fire Freeway,06/11/2014 09:48:00 PM +0000,47.629301,-122.327932,"(47.629301, -122.327932)",F140060502
401 Alaskan Way S,Car Fire,06/14/2014 10:13:00 PM +0000,47.599199,-122.335909,"(47.599199, -122.335909)",F140061731
7727 63rd Av Ne,Car Fire,06/17/2014 02:41:00 PM +0000,47.684967,-122.261654,"(47.684967, -122.261654)",F140062752
2nd Av S / S Kenyon St,Car Fire,06/15/2014 10:04:00 AM +0000,47.532019,-122.331456,"(47.532019, -122.331456)",F140061933
S Cloverdale St / 10th Av S,Car Fire,06/15/2014 03:06:00 PM +0000,47.526457,-122.320284,"(47.526457, -122.320284)",F140061981
Sb I5 At Tullys,Car Fire Freeway,06/15/2014 10:15:00 PM +0000,47.579547,-122.319262,"(47.579547, -122.319262)",F140062110
6326 38th Av Sw,Car Fire,06/18/2014 12:49:00 PM +0000,47.546343,-122.380472,"(47.546343, -122.380472)",F140063130
SB I5 AT SHIP CANAL BRIDGE,Car Fire Freeway,06/17/2014 01:44:00 AM +0000,47.646334,-122.322987,"(47.646334, -122.322987)",F140062564
9th Av Ne / Ne 53rd St,Car Fire,06/17/2014 02:21:00 PM +0000,47.667114,-122.318414,"(47.667114, -122.318414)",F140062745
Wb I90 At Midspan,Car Fire Freeway,06/20/2014 03:38:00 PM +0000,47.590089,-122.268196,"(47.590089, -122.268196)",F140064025
Sb I5 At Boeing Access Rd,Car Fire Freeway,06/21/2014 09:16:00 AM +0000,47.509965,-122.283363,"(47.509965, -122.283363)",F140064333
11050 8th Av Ne,Car Fire,06/22/2014 10:18:00 AM +0000,47.708935,-122.320569,"(47.708935, -122.320569)",F140064796
6032 32nd Av S,Car Fire,06/23/2014 06:38:00 AM +0000,47.54777,-122.291553,"(47.54777, -122.291553)",F140065096
1st Av / Bell St,Car Fire,06/24/2014 03:56:00 AM +0000,47.613375,-122.346513,"(47.613375, -122.346513)",F140065420
Warren Av N / Nickerson St,Car Fire,06/26/2014 02:33:00 AM +0000,47.64831,-122.354493,"(47.64831, -122.354493)",F140066204
908 Jefferson St,Car Fire,06/27/2014 08:25:00 PM +0000,47.604879,-122.324007,"(47.604879, -122.324007)",F140066907
0 Sb I5 To 85,Car Fire Freeway,06/27/2014 05:19:00 AM +0000,47.694435,-122.329495,"(47.694435, -122.329495)",F140066680
Nb I5 At 145,Car Fire Freeway,06/27/2014 05:49:00 PM +0000,47.731039,-122.324063,"(47.731039, -122.324063)",F140066855
Nb I5 To Mercer,Car Fire Freeway,06/30/2014 02:45:00 PM +0000,47.619446,-122.328231,"(47.619446, -122.328231)",F140068038
Wallingford Av N / N 85th St,Car Fire,06/29/2014 09:44:00 PM +0000,47.690501,-122.33644,"(47.690501, -122.33644)",F140067753
S Fontanelle St / Rainier Av S,Car Fire,07/02/2014 01:50:00 AM +0000,47.53593,-122.270035,"(47.53593, -122.270035)",F140068740
1130 Nw 45th St,Car Fire,07/03/2014 05:17:00 AM +0000,47.661469,-122.371044,"(47.661469, -122.371044)",F140069313
35th Av Sw / Sw Avalon Way,Car Fire,07/03/2014 06:38:00 AM +0000,47.564077,-122.376189,"(47.564077, -122.376189)",F140069339
540 27th Av,Car Fire W/Exp.,07/03/2014 08:24:00 AM +0000,47.606533,-122.297841,"(47.606533, -122.297841)",F140069371
SB I5 AT NORTHGATE,Car Fire Freeway,07/05/2014 10:49:00 PM +0000,47.706245,-122.330019,"(47.706245, -122.330019)",F140070483
